User_ID,Brand_ID,Path_Str,Converted,Path_Length
U_B01_07514,B01,Instagram > Marketplace,False,2
U_B01_07515,B01,Influencer Blog > Google Search > Instagram,False,3
U_B01_07516,B01,Instagram > Google Search > YouTube > Influencer Blog,False,4
U_B01_07518,B01,Google Search > Influencer Blog,False,2
U_B01_07519,B01,YouTube > Google Search > Instagram > Marketplace,False,4
U_B01_07520,B01,Instagram > Influencer Blog > Instagram > Google Search,False,4
U_B01_07521,B01,Instagram > Influencer Blog,False,2
U_B01_07522,B01,Google Search,False,1
U_B01_07523,B01,Instagram > YouTube > Instagram > Marketplace > Influencer Blog > YouTube,False,6
U_B01_07524,B01,Marketplace > Instagram > YouTube,False,3
U_B01_07525,B01,Marketplace > Instagram > Marketplace,False,3
U_B01_07526,B01,Marketplace > Google Search > Instagram,False,3
U_B01_07527,B01,YouTube > Influencer Blog,False,2
U_B01_07528,B01,Marketplace > Instagram > YouTube,False,3
U_B01_07531,B01,Instagram > Google Search,False,2
U_B01_07532,B01,Instagram,False,1
U_B01_07533,B01,Instagram > Google Search > Influencer Blog > Marketplace > Google Search > Influencer Blog,False,6
U_B01_07534,B01,Influencer Blog > Google Search > Influencer Blog,False,3
U_B01_07535,B01,Marketplace > Instagram,False,2
U_B01_07536,B01,Marketplace > Google Search > YouTube > Google Search,False,4
U_B01_07537,B01,Instagram,False,1
U_B01_07538,B01,YouTube,False,1
U_B01_07539,B01,YouTube > Marketplace,False,2
U_B01_07540,B01,Google Search > Instagram > Influencer Blog > YouTube,False,4
U_B01_07541,B01,Google Search > YouTube,False,2
U_B01_07542,B01,Google Search > Instagram > Marketplace > Google Search > Marketplace,False,5
U_B01_07543,B01,Marketplace > Instagram,False,2
U_B01_07544,B01,Marketplace > YouTube,False,2
U_B01_07545,B01,Google Search > Marketplace > Influencer Blog > Marketplace > Instagram > Marketplace,False,6
U_B01_07546,B01,Influencer Blog > Google Search,False,2
U_B01_07547,B01,Marketplace > Google Search > Influencer Blog > Instagram,True,4
U_B01_07548,B01,Marketplace > Google Search,False,2
U_B01_07549,B01,Influencer Blog > Marketplace > Instagram,False,3
U_B01_07550,B01,YouTube > Influencer Blog > Marketplace > Google Search,False,4
U_B01_07551,B01,Instagram,False,1
U_B01_07552,B01,Influencer Blog > YouTube > Marketplace > Google Search > Instagram,True,5
U_B01_07553,B01,Influencer Blog > Marketplace > Influencer Blog,False,3
U_B01_07554,B01,Influencer Blog > YouTube > Instagram,False,3
U_B01_07555,B01,Google Search > Influencer Blog > Instagram,True,3
U_B01_07556,B01,Instagram > YouTube > Marketplace > Google Search > YouTube,False,5
U_B01_07557,B01,Influencer Blog > Marketplace > YouTube > Influencer Blog,True,4
U_B01_07558,B01,Google Search > YouTube,False,2
U_B01_07559,B01,Marketplace > Instagram > Marketplace,False,3
U_B01_07560,B01,YouTube > Google Search,False,2
U_B01_07561,B01,Google Search,False,1
U_B01_07562,B01,Instagram > YouTube > Google Search > Marketplace > Instagram,True,5
U_B01_07563,B01,Marketplace > YouTube > Marketplace,False,3
U_B01_07564,B01,Instagram > Marketplace > YouTube,False,3
U_B01_07565,B01,Google Search,False,1
U_B01_07566,B01,YouTube > Instagram > YouTube > Marketplace > YouTube,False,5
U_B01_07567,B01,Influencer Blog,False,1
U_B01_07568,B01,Marketplace > YouTube > Influencer Blog > Google Search > Marketplace > YouTube,False,6
U_B01_07569,B01,YouTube,False,1
U_B01_07570,B01,YouTube > Google Search,False,2
U_B01_07571,B01,Google Search > Instagram > Google Search,False,3
U_B01_07572,B01,Google Search > Influencer Blog > Google Search > YouTube,False,4
U_B01_07573,B01,Google Search > YouTube > Influencer Blog,False,3
U_B01_07574,B01,Marketplace,False,1
U_B01_07575,B01,Instagram,False,1
U_B01_07576,B01,Instagram,False,1
U_B01_07577,B01,YouTube > Influencer Blog > Instagram > Google Search,False,4
U_B01_07578,B01,Influencer Blog > Google Search > Instagram,False,3
U_B01_07579,B01,Marketplace > YouTube > Influencer Blog > YouTube,False,4
U_B01_07580,B01,YouTube > Google Search,False,2
U_B01_07581,B01,Instagram > Marketplace,False,2
U_B01_07582,B01,Instagram > YouTube > Instagram,True,3
U_B01_07583,B01,Influencer Blog,False,1
U_B01_07585,B01,Influencer Blog > Instagram > Google Search > Instagram,True,4
U_B01_07586,B01,Google Search > Instagram > YouTube,False,3
U_B01_07587,B01,Influencer Blog > Google Search > YouTube > Instagram,False,4
U_B01_07588,B01,Google Search > YouTube > Marketplace > YouTube > Marketplace,False,5
U_B01_07589,B01,Influencer Blog,False,1
U_B01_07590,B01,YouTube > Influencer Blog > YouTube > Marketplace > Google Search > Marketplace,False,6
U_B01_07591,B01,YouTube > Google Search > Influencer Blog > Marketplace > Influencer Blog,False,5
U_B01_07592,B01,Instagram > Google Search > YouTube > Google Search > Marketplace,False,5
U_B01_07593,B01,Marketplace,False,1
U_B01_07594,B01,Instagram > YouTube > Google Search > Influencer Blog > Instagram,False,5
U_B01_07595,B01,Google Search > Marketplace > Google Search,False,3
U_B01_07596,B01,Marketplace > Influencer Blog > Instagram > Marketplace > Influencer Blog > YouTube,False,6
U_B01_07597,B01,Marketplace > Google Search > YouTube,False,3
U_B01_07598,B01,Instagram > YouTube > Instagram > Google Search,False,4
U_B01_07599,B01,Influencer Blog > Marketplace > Instagram,False,3
U_B01_07600,B01,Influencer Blog > Instagram > Google Search > Influencer Blog > YouTube > Instagram,True,6
U_B01_07601,B01,Instagram,False,1
U_B01_07602,B01,Google Search > Influencer Blog > Marketplace > Influencer Blog > Instagram,False,5
U_B01_07603,B01,YouTube > Google Search,False,2
U_B01_07604,B01,Google Search > YouTube,False,2
U_B01_07605,B01,Marketplace > Instagram > Marketplace,False,3
U_B01_07606,B01,Google Search,False,1
U_B01_07607,B01,Influencer Blog > Google Search > Influencer Blog > YouTube,False,4
U_B01_07608,B01,YouTube > Google Search,False,2
U_B01_07609,B01,Influencer Blog > Google Search,False,2
U_B01_07610,B01,Marketplace > Influencer Blog > Marketplace > Google Search > Influencer Blog,False,5
U_B01_07611,B01,Influencer Blog > Instagram > Marketplace > YouTube > Marketplace > Instagram,False,6
U_B01_07612,B01,YouTube > Instagram > Marketplace > YouTube > Instagram > Google Search,False,6
U_B01_07613,B01,YouTube > Influencer Blog > Google Search > Marketplace > Google Search > Instagram,True,6
U_B01_07614,B01,Google Search > YouTube > Instagram > Influencer Blog,False,4
U_B01_07615,B01,Influencer Blog > YouTube > Google Search,False,3
U_B01_07616,B01,Google Search,False,1
U_B01_07617,B01,Google Search,False,1
U_B01_07618,B01,Marketplace > YouTube > Marketplace > YouTube,False,4
U_B01_07619,B01,Marketplace > YouTube,False,2
U_B01_07620,B01,Influencer Blog > Google Search,False,2
U_B01_07621,B01,YouTube > Influencer Blog > Marketplace > Google Search > Marketplace,False,5
U_B01_07622,B01,YouTube > Influencer Blog,False,2
U_B01_07623,B01,Marketplace,False,1
U_B01_07624,B01,Influencer Blog > Instagram > Influencer Blog > Instagram,True,4
U_B01_07625,B01,Instagram > Influencer Blog > Instagram > YouTube,False,4
U_B01_07626,B01,YouTube > Instagram > Influencer Blog,False,3
U_B01_07627,B01,Google Search > YouTube,False,2
U_B01_07628,B01,Influencer Blog > Google Search,False,2
U_B01_07629,B01,Marketplace > Influencer Blog > Instagram,False,3
U_B01_07630,B01,YouTube > Marketplace > Google Search > YouTube,False,4
U_B01_07631,B01,YouTube > Marketplace > Google Search > Marketplace,False,4
U_B01_07632,B01,YouTube > Google Search > Instagram > Influencer Blog > Instagram > Google Search,False,6
U_B01_07633,B01,Instagram > Google Search > YouTube > Instagram,True,4
U_B01_07634,B01,Google Search > Instagram > Marketplace > Google Search,False,4
U_B01_07635,B01,Instagram > YouTube > Marketplace > YouTube > Google Search,False,5
U_B01_07636,B01,Influencer Blog > YouTube > Instagram,False,3
U_B01_07637,B01,Instagram > Google Search > YouTube > Marketplace,False,4
U_B01_07638,B01,Marketplace > Influencer Blog > Google Search > Influencer Blog,False,4
U_B01_07639,B01,Google Search > Marketplace,False,2
U_B01_07640,B01,Google Search > Marketplace > Google Search > Instagram,False,4
U_B01_07641,B01,YouTube > Google Search,False,2
U_B01_07642,B01,Influencer Blog > Google Search > Instagram > Google Search,False,4
U_B01_07643,B01,Instagram > Influencer Blog > YouTube > Influencer Blog,False,4
U_B01_07644,B01,Influencer Blog > Google Search > Marketplace,False,3
U_B01_07645,B01,YouTube > Marketplace > Influencer Blog > Instagram > Marketplace > Google Search,False,6
U_B01_07646,B01,Marketplace > Influencer Blog,False,2
U_B01_07647,B01,Marketplace > YouTube > Influencer Blog > Marketplace > Instagram > Influencer Blog,False,6
U_B01_07648,B01,Instagram > Google Search,False,2
U_B01_07649,B01,Instagram > Influencer Blog > Instagram,False,3
U_B01_07650,B01,Marketplace > YouTube > Influencer Blog,False,3
U_B01_07651,B01,YouTube > Instagram > Google Search > Marketplace,False,4
U_B01_07652,B01,YouTube,False,1
U_B01_07653,B01,Instagram > Marketplace > Instagram > Influencer Blog,False,4
U_B01_07654,B01,Google Search > Instagram > YouTube,False,3
U_B01_07655,B01,Influencer Blog > YouTube > Google Search > Marketplace > Influencer Blog,False,5
U_B01_07656,B01,Influencer Blog,False,1
U_B01_07657,B01,YouTube,False,1
U_B01_07658,B01,YouTube,False,1
U_B01_07659,B01,YouTube > Google Search,False,2
U_B01_07660,B01,Instagram,False,1
U_B01_07661,B01,Instagram > Influencer Blog > Google Search > YouTube > Instagram,True,5
U_B01_07662,B01,Marketplace > Google Search,False,2
U_B01_07663,B01,Influencer Blog > Google Search > Instagram > YouTube,False,4
U_B01_07664,B01,Influencer Blog,False,1
U_B01_07665,B01,Instagram > Marketplace > YouTube > Instagram,False,4
U_B01_07666,B01,Influencer Blog,False,1
U_B01_07667,B01,YouTube > Marketplace > Google Search > YouTube,False,4
U_B01_07668,B01,Instagram > Influencer Blog,True,2
U_B01_07669,B01,Marketplace > Influencer Blog > Instagram > Google Search,False,4
U_B01_07670,B01,Instagram > Marketplace > YouTube > Google Search > Marketplace,False,5
U_B01_07672,B01,Influencer Blog > Marketplace > YouTube > Instagram > Influencer Blog > Instagram,True,6
U_B01_07673,B01,Instagram > Influencer Blog > YouTube > Marketplace > Instagram,False,5
U_B01_07675,B01,Instagram > Google Search > Marketplace > Influencer Blog > Instagram > YouTube,False,6
U_B01_07676,B01,YouTube > Influencer Blog > YouTube > Influencer Blog > Google Search,False,5
U_B01_07677,B01,Google Search > YouTube,False,2
U_B01_07678,B01,Influencer Blog,False,1
U_B01_07679,B01,Google Search,False,1
U_B01_07680,B01,Marketplace,False,1
U_B01_07681,B01,Marketplace > Google Search > YouTube > Instagram,False,4
U_B01_07682,B01,YouTube,False,1
U_B01_07683,B01,Instagram,False,1
U_B01_07684,B01,Influencer Blog > Marketplace > YouTube,False,3
U_B01_07685,B01,Influencer Blog > Google Search > Influencer Blog > Google Search > Instagram,False,5
U_B01_07686,B01,Instagram > Influencer Blog > Google Search > Instagram,True,4
U_B01_07687,B01,Influencer Blog > YouTube > Marketplace > YouTube > Influencer Blog,False,5
U_B01_07688,B01,Influencer Blog > Google Search > Influencer Blog,False,3
U_B01_07689,B01,Marketplace > YouTube > Influencer Blog,False,3
U_B01_07690,B01,Instagram > Google Search,False,2
U_B01_07691,B01,Marketplace > Google Search > Influencer Blog > Instagram,False,4
U_B01_07692,B01,Instagram,True,1
U_B01_07693,B01,Instagram,True,1
U_B01_07694,B01,YouTube > Google Search > Influencer Blog > Marketplace > Instagram > Marketplace,False,6
U_B01_07695,B01,Google Search > Influencer Blog,False,2
U_B01_07696,B01,Instagram,True,1
U_B01_07697,B01,Google Search > Instagram > Influencer Blog,False,3
U_B01_07698,B01,Marketplace > Instagram > YouTube > Google Search,False,4
U_B01_07700,B01,Influencer Blog > Marketplace,False,2
U_B01_07701,B01,Google Search > YouTube > Instagram > Google Search,False,4
U_B01_07702,B01,Influencer Blog,False,1
U_B01_07703,B01,YouTube > Marketplace,False,2
U_B01_07704,B01,Instagram > Influencer Blog > Instagram > Google Search > Instagram,False,5
U_B01_07705,B01,Influencer Blog > Instagram > Influencer Blog > Marketplace > Google Search,False,5
U_B01_07706,B01,YouTube,False,1
U_B01_07707,B01,Influencer Blog > Marketplace > YouTube > Influencer Blog > Google Search,False,5
U_B01_07708,B01,Instagram,False,1
U_B01_07709,B01,Influencer Blog > Marketplace > YouTube,False,3
U_B01_07710,B01,Google Search > Influencer Blog > Google Search,False,3
U_B01_07711,B01,Google Search,False,1
U_B01_07712,B01,Marketplace,False,1
U_B01_07713,B01,Google Search,False,1
U_B01_07714,B01,Google Search,False,1
U_B01_07715,B01,Google Search > YouTube > Google Search,False,3
U_B01_07716,B01,Marketplace > Instagram > Marketplace,False,3
U_B01_07717,B01,YouTube > Instagram > Influencer Blog > YouTube > Influencer Blog,False,5
U_B01_07718,B01,Google Search,True,1
U_B01_07719,B01,YouTube > Marketplace > YouTube,False,3
U_B01_07720,B01,Marketplace,False,1
U_B01_07721,B01,Google Search > Instagram,True,2
U_B01_07722,B01,Influencer Blog > Instagram > Google Search > Instagram,False,4
U_B01_07723,B01,Instagram > YouTube > Marketplace > Instagram,False,4
U_B01_07724,B01,Marketplace > Influencer Blog > Marketplace,False,3
U_B01_07725,B01,Instagram,False,1
U_B01_07726,B01,Marketplace > Google Search > Instagram > YouTube > Google Search,False,5
U_B01_07727,B01,Instagram,False,1
U_B01_07728,B01,Instagram > Google Search > Marketplace > Google Search,False,4
U_B01_07729,B01,Google Search > Influencer Blog > Google Search > YouTube,False,4
U_B01_07730,B01,YouTube > Instagram,False,2
U_B01_07731,B01,Instagram > Influencer Blog,False,2
U_B01_07732,B01,Google Search > Instagram > Influencer Blog > Marketplace,False,4
U_B01_07733,B01,Instagram > YouTube > Google Search > YouTube > Google Search > Instagram,True,6
U_B01_07734,B01,YouTube > Instagram > Marketplace > Google Search > YouTube,False,5
U_B01_07735,B01,YouTube > Influencer Blog > Instagram > Google Search,False,4
U_B01_07736,B01,Instagram > YouTube > Instagram,False,3
U_B01_07737,B01,Google Search > YouTube,False,2
U_B01_07738,B01,Google Search,False,1
U_B01_07739,B01,YouTube,False,1
U_B01_07740,B01,Instagram > Influencer Blog > YouTube > Google Search,False,4
U_B01_07741,B01,Instagram > Google Search > Influencer Blog > Google Search,False,4
U_B01_07742,B01,Marketplace > Google Search,False,2
U_B01_07743,B01,Instagram > YouTube > Instagram > Marketplace > YouTube,False,5
U_B01_07744,B01,Google Search > YouTube > Marketplace > YouTube > Influencer Blog > Marketplace,False,6
U_B01_07745,B01,YouTube > Influencer Blog > Google Search > Instagram > Marketplace > Google Search > Instagram > YouTube > Influencer Blog > Instagram > Marketplace > Influencer Blog > YouTube > Influencer Blog > Google Search > YouTube > Google Search > Instagram > Marketplace > Influencer Blog > Marketplace > Instagram > YouTube > Marketplace > Instagram > Marketplace > Google Search > Marketplace > YouTube,False,29
U_B01_07746,B01,Instagram > Marketplace > YouTube,False,3
U_B01_07747,B01,Marketplace,False,1
U_B01_07748,B01,Marketplace > Instagram > Marketplace > Instagram,False,4
U_B01_07749,B01,Influencer Blog > Marketplace > YouTube > Google Search > Instagram,False,5
U_B01_07750,B01,YouTube > Google Search,False,2
U_B01_07751,B01,Google Search > Marketplace > Google Search > YouTube > Instagram > YouTube,False,6
U_B01_07752,B01,Google Search > Influencer Blog > Google Search,False,3
U_B01_07753,B01,Google Search > Marketplace,False,2
U_B01_07754,B01,Influencer Blog > Instagram > Google Search > YouTube,False,4
U_B01_07755,B01,Influencer Blog > Google Search,False,2
U_B01_07756,B01,Influencer Blog > Google Search > YouTube > Instagram,False,4
U_B01_07757,B01,Google Search,True,1
U_B01_07758,B01,Marketplace,False,1
U_B01_07759,B01,Instagram > Google Search,False,2
U_B01_07760,B01,Instagram > Influencer Blog > Google Search > YouTube > Influencer Blog > Google Search,False,6
U_B01_07761,B01,Instagram,False,1
U_B01_07762,B01,Influencer Blog > YouTube > Instagram,False,3
U_B01_07763,B01,YouTube > Influencer Blog,False,2
U_B01_07764,B01,Marketplace > Influencer Blog > Marketplace,False,3
U_B01_07765,B01,Instagram > Marketplace,False,2
U_B01_07767,B01,YouTube > Instagram > Influencer Blog > Marketplace > Influencer Blog,False,5
U_B01_07768,B01,Influencer Blog > Google Search > YouTube > Google Search > Marketplace,False,5
U_B01_07769,B01,Influencer Blog,True,1
U_B01_07770,B01,Google Search > Marketplace > Google Search,False,3
U_B01_07771,B01,Google Search > Marketplace > Influencer Blog,False,3
U_B01_07772,B01,Marketplace > Google Search > Instagram,False,3
U_B01_07773,B01,Instagram > Marketplace > Google Search > Instagram > YouTube,False,5
U_B01_07774,B01,YouTube > Marketplace > Google Search > Instagram > Marketplace > Instagram,False,6
U_B01_07775,B01,Influencer Blog,False,1
U_B01_07776,B01,YouTube > Google Search > Marketplace > Instagram > Marketplace,False,5
U_B01_07777,B01,Influencer Blog > Marketplace,False,2
U_B01_07778,B01,Influencer Blog > Google Search > Marketplace > Instagram,False,4
U_B01_07779,B01,Instagram > Google Search > Instagram,True,3
U_B01_07780,B01,Marketplace,False,1
U_B01_07781,B01,Marketplace > YouTube > Google Search,False,3
U_B01_07782,B01,Marketplace,False,1
U_B01_07783,B01,Marketplace,False,1
U_B01_07784,B01,Influencer Blog > Instagram > Google Search > Instagram > Influencer Blog,False,5
U_B01_07785,B01,Marketplace > Influencer Blog > YouTube,False,3
U_B01_07786,B01,Google Search > Influencer Blog > Google Search > Marketplace > Instagram,False,5
U_B01_07787,B01,Influencer Blog > Instagram > Google Search > YouTube > Marketplace > Google Search > YouTube > Google Search > Marketplace > Google Search > YouTube > Influencer Blog > YouTube > Instagram > Influencer Blog > Google Search > Instagram > Marketplace > Google Search > Influencer Blog > Google Search > Influencer Blog > Google Search > Instagram > Google Search > Instagram > Google Search > Influencer Blog > YouTube > Marketplace > Google Search > Influencer Blog > Google Search > Marketplace > Google Search > YouTube > Instagram > Influencer Blog > Google Search > YouTube > Marketplace > Instagram,False,42
U_B01_07788,B01,Influencer Blog > YouTube,False,2
U_B01_07789,B01,YouTube,False,1
U_B01_07790,B01,Marketplace,False,1
U_B01_07791,B01,Instagram > Marketplace > Influencer Blog > YouTube > Influencer Blog,False,5
U_B01_07792,B01,Influencer Blog > Instagram > Google Search > Marketplace,False,4
U_B01_07793,B01,Google Search,False,1
U_B01_07794,B01,Influencer Blog > YouTube > Instagram > YouTube > Google Search,False,5
U_B01_07795,B01,Google Search,False,1
U_B01_07797,B01,Influencer Blog > YouTube > Marketplace > Instagram > YouTube,False,5
U_B01_07798,B01,YouTube > Influencer Blog,False,2
U_B01_07799,B01,Marketplace > Google Search,False,2
U_B01_07800,B01,Marketplace > Instagram > Influencer Blog > Marketplace > Instagram,True,5
U_B01_07801,B01,Marketplace > Influencer Blog,False,2
U_B01_07802,B01,Influencer Blog > YouTube > Instagram > Influencer Blog > Instagram,True,5
U_B01_07803,B01,YouTube,False,1
U_B01_07804,B01,Influencer Blog > YouTube > Marketplace > Influencer Blog,False,4
U_B01_07805,B01,Instagram > Marketplace,False,2
U_B01_07806,B01,Influencer Blog,False,1
U_B01_07807,B01,Influencer Blog > YouTube > Instagram > Google Search,False,4
U_B01_07808,B01,Influencer Blog > Instagram,False,2
U_B01_07809,B01,Instagram > Google Search > YouTube,False,3
U_B01_07810,B01,Influencer Blog > Google Search,False,2
U_B01_07811,B01,Marketplace > Instagram > Google Search > Influencer Blog > Google Search > Instagram,False,6
U_B01_07812,B01,YouTube,False,1
U_B01_07813,B01,YouTube > Instagram > YouTube > Google Search > Marketplace > Instagram,True,6
U_B01_07814,B01,Instagram,False,1
U_B01_07815,B01,Marketplace,False,1
U_B01_07816,B01,Influencer Blog > YouTube > Marketplace > Influencer Blog,False,4
U_B01_07817,B01,Marketplace,False,1
U_B01_07818,B01,Influencer Blog,False,1
U_B01_07819,B01,Google Search > Influencer Blog,False,2
U_B01_07820,B01,Marketplace,False,1
U_B01_07821,B01,YouTube,False,1
U_B01_07822,B01,YouTube > Instagram > Marketplace > YouTube > Instagram,False,5
U_B01_07823,B01,YouTube > Instagram > Google Search,False,3
U_B01_07824,B01,Google Search > Influencer Blog,False,2
U_B01_07826,B01,Marketplace > Influencer Blog > YouTube > Marketplace > Influencer Blog,False,5
U_B01_07827,B01,Google Search > Instagram > Influencer Blog > Marketplace,False,4
U_B01_07828,B01,Marketplace > YouTube,False,2
U_B01_07829,B01,Influencer Blog > Instagram > Marketplace > Influencer Blog > YouTube,False,5
U_B01_07830,B01,Google Search > Instagram > Influencer Blog > YouTube,False,4
U_B01_07831,B01,YouTube,False,1
U_B01_07832,B01,Influencer Blog > Marketplace > Google Search > YouTube > Instagram,False,5
U_B01_07833,B01,Influencer Blog > Google Search,False,2
U_B01_07834,B01,Instagram,False,1
U_B01_07835,B01,Google Search > Marketplace,False,2
U_B01_07836,B01,Instagram > Influencer Blog,False,2
U_B01_07837,B01,Influencer Blog > Instagram > YouTube > Influencer Blog,False,4
U_B01_07838,B01,Google Search,False,1
U_B01_07839,B01,Google Search > Influencer Blog > Instagram > YouTube,False,4
U_B01_07840,B01,Instagram > Marketplace > Influencer Blog > YouTube > Google Search,False,5
U_B01_07841,B01,YouTube,False,1
U_B01_07842,B01,Influencer Blog > Google Search > YouTube,False,3
U_B01_07843,B01,Instagram > Google Search,False,2
U_B01_07844,B01,Instagram > YouTube > Instagram,True,3
U_B01_07845,B01,Google Search > Instagram > Influencer Blog > YouTube,False,4
U_B01_07846,B01,Influencer Blog > Instagram > Google Search > Marketplace,False,4
U_B01_07847,B01,Google Search > Influencer Blog > Google Search > Instagram,False,4
U_B01_07848,B01,YouTube > Marketplace,False,2
U_B01_07849,B01,Instagram,False,1
U_B01_07850,B01,YouTube > Google Search > Influencer Blog,False,3
U_B01_07851,B01,YouTube > Instagram,False,2
U_B01_07852,B01,Marketplace > Influencer Blog > YouTube,False,3
U_B01_07853,B01,YouTube > Instagram > YouTube > Marketplace > Influencer Blog,False,5
U_B01_07854,B01,Marketplace,False,1
U_B01_07855,B01,Google Search > Marketplace > Instagram,False,3
U_B01_07856,B01,Instagram > Influencer Blog > YouTube,False,3
U_B01_07857,B01,Marketplace,False,1
U_B01_07858,B01,Influencer Blog > Google Search > Instagram > YouTube,False,4
U_B01_07859,B01,Influencer Blog > Google Search,False,2
U_B01_07860,B01,Influencer Blog > Instagram > Marketplace,False,3
U_B01_07861,B01,YouTube,False,1
U_B01_07862,B01,Marketplace > Instagram > Marketplace,False,3
U_B01_07863,B01,Marketplace > Influencer Blog > YouTube > Marketplace > YouTube,False,5
U_B01_07864,B01,Influencer Blog > Instagram > Influencer Blog > YouTube > Marketplace,False,5
U_B01_07865,B01,Marketplace > YouTube > Instagram > YouTube > Marketplace > Instagram,True,6
U_B01_07866,B01,Influencer Blog > Google Search > Influencer Blog,False,3
U_B01_07867,B01,YouTube > Instagram > Influencer Blog,False,3
U_B01_07868,B01,Marketplace > Instagram > YouTube,False,3
U_B01_07869,B01,YouTube,False,1
U_B01_07870,B01,Instagram > Marketplace > Instagram,False,3
U_B01_07871,B01,Instagram,False,1
U_B01_07872,B01,Influencer Blog > Google Search > YouTube > Instagram,False,4
U_B01_07873,B01,YouTube > Instagram > Marketplace > Instagram > Marketplace > Influencer Blog > Instagram > YouTube > Marketplace > Google Search > YouTube > Influencer Blog > Google Search > Influencer Blog > YouTube > Influencer Blog > Instagram > YouTube > Instagram > Influencer Blog > Marketplace > Influencer Blog > Instagram > Marketplace > Influencer Blog > Marketplace > Instagram > Influencer Blog > Instagram > Influencer Blog > Instagram > Google Search > Instagram > Google Search > Influencer Blog > YouTube > Google Search > Influencer Blog > Google Search > YouTube,False,40
U_B01_07874,B01,Google Search,False,1
U_B01_07875,B01,Google Search,False,1
U_B01_07876,B01,YouTube > Google Search > Influencer Blog > Google Search > YouTube,False,5
U_B01_07877,B01,Google Search > Influencer Blog > Marketplace > Google Search > YouTube,False,5
U_B01_07878,B01,Instagram,False,1
U_B01_07879,B01,Instagram > YouTube > Influencer Blog > YouTube,False,4
U_B01_07880,B01,Influencer Blog,False,1
U_B01_07881,B01,Influencer Blog,False,1
U_B01_07882,B01,Instagram,False,1
U_B01_07883,B01,Influencer Blog > Marketplace,False,2
U_B01_07884,B01,YouTube > Influencer Blog > YouTube > Instagram,False,4
U_B01_07885,B01,Influencer Blog,True,1
U_B01_07886,B01,Google Search > YouTube > Google Search > Influencer Blog,False,4
U_B01_07887,B01,Google Search > Instagram > Influencer Blog,False,3
U_B01_07888,B01,YouTube > Google Search > YouTube > Instagram > Marketplace > Instagram,False,6
U_B01_07889,B01,Influencer Blog > Marketplace > Instagram > Google Search > Influencer Blog,False,5
U_B01_07890,B01,Google Search > Instagram > YouTube > Influencer Blog,False,4
U_B01_07891,B01,YouTube,True,1
U_B01_07892,B01,Google Search > Marketplace > Google Search,False,3
U_B01_07893,B01,Instagram,False,1
U_B01_07894,B01,Influencer Blog,False,1
U_B01_07895,B01,YouTube > Instagram > YouTube > Marketplace,False,4
U_B01_07896,B01,Marketplace > YouTube > Marketplace,False,3
U_B01_07897,B01,Google Search > YouTube > Marketplace > Google Search > Instagram,False,5
U_B01_07898,B01,Influencer Blog > Marketplace > Instagram,False,3
U_B01_07899,B01,Marketplace > Instagram > YouTube > Instagram,True,4
U_B01_07900,B01,Instagram > Influencer Blog > Instagram,True,3
U_B01_07901,B01,Influencer Blog > Marketplace,False,2
U_B01_07902,B01,Google Search,False,1
U_B01_07903,B01,Google Search > Instagram,False,2
U_B01_07904,B01,Influencer Blog > Instagram,False,2
U_B01_07905,B01,YouTube,False,1
U_B01_07906,B01,Google Search > YouTube,True,2
U_B01_07907,B01,YouTube > Instagram > Google Search > Instagram > Marketplace,False,5
U_B01_07908,B01,YouTube > Influencer Blog > Instagram > Influencer Blog > Instagram,True,5
U_B01_07909,B01,Influencer Blog > Marketplace > Influencer Blog > Instagram,False,4
U_B01_07910,B01,Instagram > Marketplace > Instagram,True,3
U_B01_07911,B01,YouTube,False,1
U_B01_07912,B01,Influencer Blog,False,1
U_B01_07913,B01,YouTube > Marketplace,False,2
U_B01_07914,B01,Google Search > YouTube > Instagram > Influencer Blog,False,4
U_B01_07915,B01,Marketplace > Instagram,False,2
U_B01_07916,B01,YouTube > Google Search,False,2
U_B01_07917,B01,Marketplace > Influencer Blog > Instagram,False,3
U_B01_07918,B01,Google Search > Instagram,False,2
U_B01_07919,B01,Google Search > Marketplace > Google Search,False,3
U_B01_07920,B01,YouTube > Marketplace > YouTube > Influencer Blog,False,4
U_B01_07921,B01,Instagram > Marketplace > YouTube,False,3
U_B01_07922,B01,Influencer Blog > Instagram > YouTube,False,3
U_B01_07923,B01,Influencer Blog > Instagram,False,2
U_B01_07924,B01,Marketplace,False,1
U_B01_07925,B01,Influencer Blog > Google Search > Instagram > Marketplace,False,4
U_B01_07926,B01,Influencer Blog > Google Search > Marketplace > YouTube > Instagram,False,5
U_B01_07927,B01,Instagram > Marketplace > Google Search,False,3
U_B01_07928,B01,YouTube > Marketplace,False,2
U_B01_07929,B01,Influencer Blog > Instagram > YouTube > Influencer Blog > Instagram,False,5
U_B01_07931,B01,YouTube > Marketplace > Influencer Blog > Instagram > Google Search,False,5
U_B01_07932,B01,Marketplace > Influencer Blog,False,2
U_B01_07933,B01,YouTube > Google Search > Marketplace > YouTube > Influencer Blog,False,5
U_B01_07934,B01,Influencer Blog > YouTube,False,2
U_B01_07935,B01,Instagram,False,1
U_B01_07936,B01,YouTube > Instagram > Marketplace,False,3
U_B01_07937,B01,Google Search > Marketplace > Google Search > YouTube > Marketplace > Google Search,False,6
U_B01_07938,B01,Google Search > Influencer Blog > YouTube > Influencer Blog > YouTube > Marketplace,False,6
