User_ID,Brand_ID,Purchase_Timestamp,Last_Click_Channel,Last_Click_Timestamp,Credit,Attribution_Type
U_B02_03323,B02,2026-01-10 06:03:00,Marketplace,,1.0,orphan_fallback
U_B02_03326,B02,2026-01-08 23:45:00,Google Search,,1.0,orphan_fallback
U_B02_03334,B02,2026-01-09 05:42:00,Influencer Blog,,1.0,orphan_fallback
U_B02_03358,B02,2026-01-07 01:04:00,Google Search,,1.0,orphan_fallback
U_B02_03369,B02,2026-01-02 16:59:00,Marketplace,,1.0,orphan_fallback
U_B02_03374,B02,2026-01-07 15:52:00,YouTube,,1.0,orphan_fallback
U_B02_03379,B02,2026-01-09 15:49:00,Google Search,,1.0,orphan_fallback
U_B02_03391,B02,2026-01-13 01:15:00,Google Search,,1.0,orphan_fallback
U_B02_03394,B02,2026-01-10 06:14:00,Google Search,,1.0,orphan_fallback
U_B02_03397,B02,2026-01-07 06:40:00,Google Search,,1.0,orphan_fallback
U_B02_03398,B02,2026-01-10 13:57:00,YouTube,2026-01-07 19:11:00,1.0,last_click
U_B02_03400,B02,2026-01-11 16:37:00,Google Search,,1.0,orphan_fallback
U_B02_03412,B02,2026-01-11 20:33:00,Google Search,2026-01-03 14:06:00,1.0,last_click
U_B02_03414,B02,2026-01-13 16:42:00,Google Search,,1.0,orphan_fallback
U_B02_03420,B02,2026-01-07 08:19:00,Google Search,,1.0,orphan_fallback
U_B02_03421,B02,2026-01-14 02:09:00,Google Search,,1.0,orphan_fallback
U_B02_03422,B02,2026-01-11 16:37:00,Influencer Blog,2026-01-05 23:01:00,1.0,last_click
U_B02_03423,B02,2026-01-09 13:16:00,Google Search,,1.0,orphan_fallback
U_B02_03427,B02,2026-01-07 22:33:00,Google Search,,1.0,orphan_fallback
U_B02_03442,B02,2026-01-14 07:37:00,Marketplace,2026-01-08 15:05:00,1.0,last_click
U_B02_03450,B02,2026-01-11 00:57:00,Google Search,,1.0,orphan_fallback
U_B02_03476,B02,2026-01-02 09:28:00,Instagram,,1.0,orphan_fallback
U_B02_03483,B02,2026-01-04 21:35:00,Google Search,,1.0,orphan_fallback
U_B02_03494,B02,2026-01-11 08:13:00,Google Search,,1.0,orphan_fallback
U_B02_03495,B02,2026-01-10 10:53:00,Google Search,,1.0,orphan_fallback
U_B02_03506,B02,2026-01-10 23:51:00,Google Search,,1.0,orphan_fallback
U_B02_03515,B02,2026-01-10 21:20:00,Google Search,,1.0,orphan_fallback
U_B02_03517,B02,2026-01-09 05:05:00,Google Search,,1.0,orphan_fallback
U_B02_03519,B02,2026-01-14 14:41:00,Google Search,2026-01-01 14:26:00,1.0,last_click
U_B02_03527,B02,2026-01-05 13:54:00,Google Search,,1.0,orphan_fallback
U_B02_03536,B02,2026-01-13 07:01:00,Instagram,2026-01-07 04:14:00,1.0,last_click
U_B02_03538,B02,2026-01-10 21:19:00,Google Search,,1.0,orphan_fallback
U_B02_03545,B02,2026-01-09 05:41:00,Google Search,,1.0,orphan_fallback
U_B02_03549,B02,2026-01-06 20:41:00,Google Search,2026-01-03 19:50:00,1.0,last_click
U_B02_03586,B02,2026-01-13 07:11:00,Google Search,2026-01-09 18:20:00,1.0,last_click
U_B02_03591,B02,2026-01-09 09:06:00,Google Search,,1.0,orphan_fallback
U_B02_03596,B02,2026-01-11 21:19:00,Google Search,2026-01-06 13:05:00,1.0,last_click
U_B02_03617,B02,2026-01-13 09:45:00,Google Search,,1.0,orphan_fallback
U_B02_03634,B02,2026-01-08 03:55:00,Google Search,,1.0,orphan_fallback
U_B02_03647,B02,2026-01-04 03:09:00,Marketplace,,1.0,orphan_fallback
U_B02_03681,B02,2026-01-10 03:13:00,Google Search,,1.0,orphan_fallback
U_B02_03690,B02,2026-01-13 13:39:00,Google Search,,1.0,orphan_fallback
U_B02_03699,B02,2026-01-10 14:11:00,Google Search,,1.0,orphan_fallback
U_B02_03709,B02,2026-01-07 06:20:00,Google Search,,1.0,orphan_fallback
U_B02_03722,B02,2026-01-08 16:14:00,Google Search,,1.0,orphan_fallback
U_B02_03725,B02,2026-01-05 06:40:00,Google Search,,1.0,orphan_fallback
U_B02_03733,B02,2026-01-12 17:15:00,YouTube,2026-01-10 03:41:00,1.0,last_click
U_B02_03745,B02,2026-01-10 16:21:00,YouTube,2026-01-05 11:47:00,1.0,last_click
U_B02_03765,B02,2026-01-04 12:24:00,Instagram,,1.0,orphan_fallback
U_B02_03766,B02,2026-01-10 07:38:00,Google Search,,1.0,orphan_fallback
U_B02_03767,B02,2026-01-10 09:16:00,Google Search,2026-01-08 19:00:00,1.0,last_click
U_B02_03785,B02,2026-01-13 13:12:00,Google Search,2026-01-04 16:19:00,1.0,last_click
U_B02_03798,B02,2026-01-10 03:16:00,Google Search,,1.0,orphan_fallback
U_B02_03810,B02,2026-01-08 15:47:00,Google Search,,1.0,orphan_fallback
U_B02_03821,B02,2026-01-06 18:43:00,Instagram,,1.0,orphan_fallback
U_B02_03829,B02,2026-01-10 14:17:00,Google Search,,1.0,orphan_fallback
U_B02_03830,B02,2026-01-06 00:10:00,Google Search,,1.0,orphan_fallback
U_B02_03835,B02,2026-01-05 14:48:00,YouTube,2026-01-03 06:55:00,1.0,last_click
U_B02_03836,B02,2026-01-12 13:41:00,Google Search,,1.0,orphan_fallback
U_B02_03842,B02,2026-01-08 05:56:00,Google Search,,1.0,orphan_fallback
U_B02_03853,B02,2026-01-02 09:00:00,Influencer Blog,,1.0,orphan_fallback
U_B02_03856,B02,2026-01-09 07:54:00,Google Search,2026-01-03 12:33:00,1.0,last_click
U_B02_03864,B02,2026-01-05 03:29:00,Google Search,,1.0,orphan_fallback
U_B02_03870,B02,2026-01-09 06:44:00,Google Search,,1.0,orphan_fallback
U_B02_03874,B02,2026-01-13 17:11:00,Instagram,2026-01-06 21:17:00,1.0,last_click
U_B02_03885,B02,2026-01-11 00:48:00,Google Search,,1.0,orphan_fallback
U_B02_03887,B02,2026-01-05 11:42:00,Influencer Blog,2026-01-01 21:57:00,1.0,last_click
U_B02_03892,B02,2026-01-11 05:18:00,Google Search,,1.0,orphan_fallback
U_B02_03899,B02,2026-01-11 03:04:00,Google Search,,1.0,orphan_fallback
U_B02_03901,B02,2026-01-10 04:35:00,Google Search,,1.0,orphan_fallback
U_B02_03926,B02,2026-01-09 01:58:00,Marketplace,,1.0,orphan_fallback
U_B02_03927,B02,2026-01-06 20:44:00,Google Search,,1.0,orphan_fallback
U_B02_03940,B02,2026-01-04 16:13:00,Google Search,,1.0,orphan_fallback
U_B02_03946,B02,2026-01-08 18:34:00,Google Search,,1.0,orphan_fallback
U_B02_03951,B02,2026-01-09 09:13:00,Google Search,,1.0,orphan_fallback
U_B02_03960,B02,2026-01-06 13:05:00,YouTube,,1.0,orphan_fallback
U_B02_03966,B02,2026-01-11 12:55:00,Google Search,,1.0,orphan_fallback
U_B02_03972,B02,2026-01-09 05:34:00,Influencer Blog,2026-01-03 19:15:00,1.0,last_click
U_B02_03979,B02,2026-01-06 18:56:00,Google Search,,1.0,orphan_fallback
U_B02_03986,B02,2026-01-07 16:41:00,Google Search,,1.0,orphan_fallback
U_B02_03987,B02,2026-01-09 14:14:00,Google Search,2026-01-03 19:24:00,1.0,last_click
U_B02_04009,B02,2026-01-06 17:56:00,Google Search,,1.0,orphan_fallback
U_B02_04010,B02,2026-01-09 13:13:00,Google Search,,1.0,orphan_fallback
U_B02_04015,B02,2026-01-10 21:18:00,Google Search,,1.0,orphan_fallback
U_B02_04032,B02,2026-01-09 00:18:00,Google Search,,1.0,orphan_fallback
U_B02_04074,B02,2026-01-10 18:59:00,Google Search,,1.0,orphan_fallback
U_B02_04078,B02,2026-01-10 22:53:00,Google Search,,1.0,orphan_fallback
U_B02_04079,B02,2026-01-04 14:52:00,Influencer Blog,,1.0,orphan_fallback
U_B02_04093,B02,2026-01-09 21:50:00,Google Search,2026-01-08 21:11:00,1.0,last_click
U_B02_04098,B02,2026-01-09 17:24:00,Google Search,,1.0,orphan_fallback
U_B02_04103,B02,2026-01-10 04:12:00,Google Search,,1.0,orphan_fallback
U_B02_04115,B02,2026-01-12 23:47:00,Google Search,,1.0,orphan_fallback
U_B02_04122,B02,2026-01-09 06:54:00,Google Search,2026-01-07 11:20:00,1.0,last_click
U_B02_04123,B02,2026-01-11 07:08:00,Google Search,,1.0,orphan_fallback
U_B02_04125,B02,2026-01-10 07:48:00,Instagram,2026-01-02 20:12:00,1.0,last_click
U_B02_04148,B02,2026-01-09 07:59:00,Google Search,,1.0,orphan_fallback
U_B02_04180,B02,2026-01-03 06:15:00,Instagram,,1.0,orphan_fallback
U_B02_04187,B02,2026-01-11 06:24:00,Google Search,,1.0,orphan_fallback
U_B02_04195,B02,2026-01-12 21:24:00,Google Search,,1.0,orphan_fallback
U_B02_04211,B02,2026-01-08 13:51:00,Google Search,,1.0,orphan_fallback
U_B02_04220,B02,2026-01-10 13:56:00,Google Search,,1.0,orphan_fallback
U_B02_04224,B02,2026-01-05 20:44:00,Google Search,,1.0,orphan_fallback
U_B02_04225,B02,2026-01-10 10:52:00,Google Search,,1.0,orphan_fallback
U_B02_04227,B02,2026-01-10 09:36:00,Google Search,,1.0,orphan_fallback
U_B02_04233,B02,2026-01-07 05:45:00,Google Search,,1.0,orphan_fallback
U_B02_04245,B02,2026-01-13 06:54:00,Marketplace,2026-01-10 04:16:00,1.0,last_click
U_B02_04258,B02,2026-01-02 02:47:00,Instagram,,1.0,orphan_fallback
U_B02_04263,B02,2026-01-11 02:17:00,Google Search,,1.0,orphan_fallback
U_B02_04267,B02,2026-01-13 14:12:00,Google Search,2026-01-11 11:30:00,1.0,last_click
U_B02_04272,B02,2026-01-07 12:38:00,Google Search,,1.0,orphan_fallback
U_B02_04300,B02,2026-01-11 10:04:00,Google Search,,1.0,orphan_fallback
U_B02_04317,B02,2026-01-08 15:57:00,Google Search,,1.0,orphan_fallback
U_B02_04320,B02,2026-01-07 18:27:00,Google Search,,1.0,orphan_fallback
U_B02_04323,B02,2026-01-09 13:08:00,Google Search,,1.0,orphan_fallback
U_B02_04331,B02,2026-01-12 10:21:00,Google Search,,1.0,orphan_fallback
U_B02_04338,B02,2026-01-13 07:20:00,Influencer Blog,2026-01-10 17:58:00,1.0,last_click
U_B02_04343,B02,2026-01-13 14:52:00,Google Search,,1.0,orphan_fallback
U_B02_04363,B02,2026-01-12 22:18:00,Marketplace,2026-01-10 07:25:00,1.0,last_click
U_B02_04365,B02,2026-01-08 09:39:00,Marketplace,2026-01-01 08:42:00,1.0,last_click
U_B02_04369,B02,2026-01-12 17:43:00,Google Search,,1.0,orphan_fallback
U_B02_04371,B02,2026-01-10 15:29:00,Google Search,,1.0,orphan_fallback
U_B02_04372,B02,2026-01-06 23:57:00,Google Search,,1.0,orphan_fallback
U_B02_04378,B02,2026-01-09 13:39:00,Instagram,2026-01-03 12:05:00,1.0,last_click
U_B02_04389,B02,2026-01-13 18:37:00,Influencer Blog,2026-01-09 14:15:00,1.0,last_click
U_B02_04402,B02,2026-01-12 08:43:00,Google Search,,1.0,orphan_fallback
U_B02_04404,B02,2026-01-10 02:16:00,Google Search,,1.0,orphan_fallback
U_B02_04419,B02,2026-01-13 01:19:00,Google Search,,1.0,orphan_fallback
U_B02_04434,B02,2026-01-13 05:22:00,Instagram,2026-01-04 09:05:00,1.0,last_click
U_B02_04438,B02,2026-01-09 03:37:00,Instagram,2026-01-06 19:42:00,1.0,last_click
U_B02_04448,B02,2026-01-10 17:56:00,Google Search,,1.0,orphan_fallback
U_B02_04461,B02,2026-01-13 17:16:00,Google Search,,1.0,orphan_fallback
U_B02_04473,B02,2026-01-11 00:05:00,Google Search,,1.0,orphan_fallback
U_B02_04474,B02,2026-01-13 14:24:00,Google Search,,1.0,orphan_fallback
U_B02_04483,B02,2026-01-10 13:35:00,Google Search,,1.0,orphan_fallback
U_B02_04485,B02,2026-01-09 05:06:00,Google Search,,1.0,orphan_fallback
U_B02_04488,B02,2026-01-08 12:36:00,Google Search,,1.0,orphan_fallback
U_B02_04491,B02,2026-01-10 14:01:00,Influencer Blog,2026-01-06 05:25:00,1.0,last_click
U_B02_04497,B02,2026-01-10 18:06:00,Instagram,2026-01-08 05:37:00,1.0,last_click
U_B02_04515,B02,2026-01-12 19:37:00,Google Search,,1.0,orphan_fallback
U_B02_04519,B02,2026-01-09 00:07:00,Google Search,,1.0,orphan_fallback
U_B02_04530,B02,2026-01-08 20:39:00,Google Search,,1.0,orphan_fallback
U_B02_04549,B02,2026-01-11 15:52:00,Google Search,,1.0,orphan_fallback
U_B02_04553,B02,2026-01-05 07:26:00,Google Search,,1.0,orphan_fallback
U_B02_04563,B02,2026-01-10 07:32:00,Google Search,,1.0,orphan_fallback
U_B02_04567,B02,2026-01-07 16:18:00,Google Search,,1.0,orphan_fallback
U_B02_04579,B02,2026-01-09 19:51:00,Google Search,,1.0,orphan_fallback
U_B02_04582,B02,2026-01-06 03:22:00,Google Search,,1.0,orphan_fallback
U_B02_04583,B02,2026-01-08 18:27:00,Google Search,,1.0,orphan_fallback
U_B02_04592,B02,2026-01-09 20:05:00,YouTube,2026-01-02 05:49:00,1.0,last_click
U_B02_04603,B02,2026-01-09 06:15:00,Google Search,,1.0,orphan_fallback
U_B02_04622,B02,2026-01-02 23:59:00,Instagram,,1.0,orphan_fallback
U_B02_04626,B02,2026-01-08 13:33:00,Google Search,,1.0,orphan_fallback
U_B02_04627,B02,2026-01-06 23:55:00,Google Search,,1.0,orphan_fallback
U_B02_04649,B02,2026-01-14 20:26:00,Google Search,2026-01-04 17:08:00,1.0,last_click
U_B02_04658,B02,2026-01-12 19:48:00,Marketplace,,1.0,orphan_fallback
U_B02_04685,B02,2026-01-03 12:42:00,Influencer Blog,,1.0,orphan_fallback
U_B02_04688,B02,2026-01-14 02:53:00,Google Search,,1.0,orphan_fallback
U_B02_04689,B02,2026-01-14 10:56:00,Google Search,,1.0,orphan_fallback
U_B02_04690,B02,2026-01-04 06:32:00,Marketplace,,1.0,orphan_fallback
U_B02_04691,B02,2026-01-07 17:26:00,Google Search,,1.0,orphan_fallback
U_B02_04693,B02,2026-01-07 16:57:00,Google Search,,1.0,orphan_fallback
U_B02_04698,B02,2026-01-04 15:05:00,Influencer Blog,2026-01-02 13:30:00,1.0,last_click
U_B02_04704,B02,2026-01-11 04:47:00,Influencer Blog,2026-01-10 11:13:00,1.0,last_click
U_B02_04705,B02,2026-01-03 02:03:00,Marketplace,,1.0,orphan_fallback
U_B02_04716,B02,2026-01-03 15:51:00,Influencer Blog,,1.0,orphan_fallback
U_B02_04724,B02,2026-01-08 22:29:00,Google Search,,1.0,orphan_fallback
U_B02_04726,B02,2026-01-12 18:05:00,Google Search,,1.0,orphan_fallback
U_B02_04730,B02,2026-01-09 04:14:00,Google Search,,1.0,orphan_fallback
U_B02_04733,B02,2026-01-07 19:25:00,Google Search,2026-01-01 08:30:00,1.0,last_click
U_B02_04744,B02,2026-01-10 10:17:00,Google Search,,1.0,orphan_fallback
U_B02_04746,B02,2026-01-12 08:53:00,Google Search,,1.0,orphan_fallback
U_B02_04751,B02,2026-01-12 15:16:00,Google Search,,1.0,orphan_fallback
U_B02_04752,B02,2026-01-08 03:14:00,Google Search,,1.0,orphan_fallback
U_B02_04754,B02,2026-01-09 19:43:00,Google Search,,1.0,orphan_fallback
U_B02_04757,B02,2026-01-11 12:31:00,Influencer Blog,2026-01-01 12:54:00,1.0,last_click
U_B02_04759,B02,2026-01-06 04:40:00,Google Search,,1.0,orphan_fallback
U_B02_04763,B02,2026-01-07 23:36:00,YouTube,2026-01-01 11:58:00,1.0,last_click
U_B02_04765,B02,2026-01-13 03:49:00,Google Search,,1.0,orphan_fallback
U_B02_04769,B02,2026-01-07 08:51:00,YouTube,2026-01-01 22:28:00,1.0,last_click
U_B02_04774,B02,2026-01-07 19:56:00,Marketplace,,1.0,orphan_fallback
U_B02_04777,B02,2026-01-07 17:53:00,Google Search,,1.0,orphan_fallback
U_B02_04782,B02,2026-01-12 05:21:00,Google Search,,1.0,orphan_fallback
U_B02_04786,B02,2026-01-11 12:16:00,Google Search,,1.0,orphan_fallback
U_B02_04796,B02,2026-01-09 01:39:00,Google Search,2026-01-04 12:39:00,1.0,last_click
U_B02_04802,B02,2026-01-10 22:37:00,Google Search,,1.0,orphan_fallback
U_B02_04805,B02,2026-01-03 17:19:00,Google Search,,1.0,orphan_fallback
U_B02_04807,B02,2026-01-07 04:05:00,Google Search,,1.0,orphan_fallback
U_B02_04812,B02,2026-01-08 18:37:00,Instagram,2026-01-05 21:55:00,1.0,last_click
U_B02_04818,B02,2026-01-06 11:46:00,Google Search,,1.0,orphan_fallback
U_B02_04849,B02,2026-01-08 02:43:00,Google Search,,1.0,orphan_fallback
U_B02_04850,B02,2026-01-10 11:31:00,Google Search,,1.0,orphan_fallback
U_B02_04855,B02,2026-01-09 13:20:00,Google Search,,1.0,orphan_fallback
U_B02_04868,B02,2026-01-09 18:31:00,Google Search,,1.0,orphan_fallback
U_B02_04870,B02,2026-01-07 11:19:00,Google Search,,1.0,orphan_fallback
U_B02_04878,B02,2026-01-12 08:34:00,Google Search,,1.0,orphan_fallback
U_B02_04900,B02,2026-01-08 19:25:00,Google Search,,1.0,orphan_fallback
U_B02_04906,B02,2026-01-12 16:07:00,Influencer Blog,2026-01-06 18:13:00,1.0,last_click
U_B02_04912,B02,2026-01-09 18:13:00,YouTube,2026-01-03 11:20:00,1.0,last_click
U_B02_04927,B02,2026-01-13 01:43:00,Instagram,2026-01-05 19:27:00,1.0,last_click
U_B02_04928,B02,2026-01-06 08:40:00,Google Search,,1.0,orphan_fallback
U_B02_04932,B02,2026-01-10 07:29:00,Google Search,,1.0,orphan_fallback
U_B02_04939,B02,2026-01-04 02:33:00,Google Search,,1.0,orphan_fallback
U_B02_04951,B02,2026-01-07 07:32:00,Google Search,,1.0,orphan_fallback
U_B02_04953,B02,2026-01-11 13:05:00,Google Search,,1.0,orphan_fallback
U_B02_04956,B02,2026-01-10 18:02:00,Google Search,,1.0,orphan_fallback
U_B02_04963,B02,2026-01-09 16:51:00,Google Search,,1.0,orphan_fallback
U_B02_04975,B02,2026-01-06 02:18:00,Google Search,,1.0,orphan_fallback
U_B02_04978,B02,2026-01-08 14:03:00,Google Search,,1.0,orphan_fallback
U_B02_04984,B02,2026-01-13 13:23:00,Google Search,,1.0,orphan_fallback
U_B02_04991,B02,2026-01-10 15:16:00,Google Search,,1.0,orphan_fallback
U_B02_05017,B02,2026-01-12 01:25:00,Influencer Blog,2026-01-04 12:46:00,1.0,last_click
U_B02_05018,B02,2026-01-10 10:57:00,Google Search,,1.0,orphan_fallback
U_B02_05025,B02,2026-01-11 09:56:00,Influencer Blog,,1.0,orphan_fallback
U_B02_05035,B02,2026-01-03 09:52:00,Marketplace,,1.0,orphan_fallback
U_B02_05038,B02,2026-01-12 19:56:00,YouTube,2026-01-01 14:56:00,1.0,last_click
U_B02_05042,B02,2026-01-14 07:29:00,Instagram,2026-01-08 00:41:00,1.0,last_click
U_B02_05045,B02,2026-01-15 12:35:00,Marketplace,2026-01-13 05:40:00,1.0,last_click
U_B02_05046,B02,2026-01-09 17:46:00,Instagram,2026-01-06 15:21:00,1.0,last_click
U_B02_05052,B02,2026-01-07 01:19:00,YouTube,,1.0,orphan_fallback
U_B02_05055,B02,2026-01-03 14:44:00,Instagram,,1.0,orphan_fallback
U_B02_05060,B02,2026-01-09 10:43:00,Google Search,,1.0,orphan_fallback
U_B02_05062,B02,2026-01-10 14:34:00,Google Search,,1.0,orphan_fallback
U_B02_05064,B02,2026-01-06 12:30:00,Google Search,,1.0,orphan_fallback
U_B02_05077,B02,2026-01-03 08:21:00,Influencer Blog,,1.0,orphan_fallback
U_B02_05096,B02,2026-01-10 15:07:00,Google Search,2026-01-04 23:13:00,1.0,last_click
U_B02_05097,B02,2026-01-10 12:57:00,Instagram,2026-01-01 11:26:00,1.0,last_click
U_B02_05109,B02,2026-01-08 08:36:00,Google Search,,1.0,orphan_fallback
U_B02_05113,B02,2026-01-04 12:50:00,Instagram,,1.0,orphan_fallback
U_B02_05122,B02,2026-01-06 19:05:00,Google Search,,1.0,orphan_fallback
U_B02_05125,B02,2026-01-07 15:56:00,Influencer Blog,2026-01-03 19:37:00,1.0,last_click
U_B02_05141,B02,2026-01-09 11:49:00,Google Search,,1.0,orphan_fallback
U_B02_05143,B02,2026-01-12 20:58:00,Google Search,,1.0,orphan_fallback
U_B02_05154,B02,2026-01-06 09:48:00,Google Search,,1.0,orphan_fallback
U_B02_05155,B02,2026-01-08 07:07:00,Google Search,2026-01-01 09:40:00,1.0,last_click
U_B02_05172,B02,2026-01-07 09:43:00,Google Search,,1.0,orphan_fallback
U_B02_05175,B02,2026-01-05 06:48:00,YouTube,,1.0,orphan_fallback
U_B02_05176,B02,2026-01-09 02:07:00,Google Search,,1.0,orphan_fallback
U_B02_05180,B02,2026-01-08 17:13:00,Google Search,,1.0,orphan_fallback
U_B02_05183,B02,2026-01-13 04:31:00,Google Search,,1.0,orphan_fallback
U_B02_05189,B02,2026-01-09 00:49:00,Marketplace,2026-01-06 02:52:00,1.0,last_click
U_B02_05201,B02,2026-01-13 20:50:00,Google Search,,1.0,orphan_fallback
U_B02_05212,B02,2026-01-10 18:31:00,Marketplace,,1.0,orphan_fallback
U_B02_05217,B02,2026-01-10 14:30:00,Google Search,,1.0,orphan_fallback
U_B02_05220,B02,2026-01-13 19:15:00,Google Search,,1.0,orphan_fallback
U_B02_05232,B02,2026-01-06 02:57:00,Google Search,,1.0,orphan_fallback
U_B02_05239,B02,2026-01-09 00:52:00,Google Search,,1.0,orphan_fallback
U_B02_05241,B02,2026-01-12 04:45:00,Instagram,2026-01-09 21:59:00,1.0,last_click
U_B02_05242,B02,2026-01-05 05:49:00,Google Search,,1.0,orphan_fallback
U_B02_05246,B02,2026-01-08 16:21:00,Influencer Blog,2026-01-04 08:30:00,1.0,last_click
U_B02_05269,B02,2026-01-13 18:08:00,Google Search,,1.0,orphan_fallback
U_B02_05280,B02,2026-01-12 08:35:00,YouTube,2026-01-07 20:12:00,1.0,last_click
U_B02_05284,B02,2026-01-06 01:20:00,YouTube,2026-01-01 11:55:00,1.0,last_click
U_B02_05285,B02,2026-01-11 03:06:00,Instagram,2026-01-10 03:10:00,1.0,last_click
U_B02_05286,B02,2026-01-08 11:08:00,Google Search,,1.0,orphan_fallback
U_B02_05304,B02,2026-01-07 14:07:00,Instagram,2026-01-05 02:47:00,1.0,last_click
U_B02_05324,B02,2026-01-07 02:23:00,Google Search,,1.0,orphan_fallback
U_B02_05325,B02,2026-01-14 09:21:00,Instagram,2026-01-05 11:52:00,1.0,last_click
U_B02_05363,B02,2026-01-11 14:26:00,Google Search,,1.0,orphan_fallback
U_B02_05364,B02,2026-01-11 07:55:00,Google Search,,1.0,orphan_fallback
U_B02_05366,B02,2026-01-08 19:54:00,Google Search,,1.0,orphan_fallback
U_B02_05371,B02,2026-01-07 04:44:00,Google Search,,1.0,orphan_fallback
U_B02_05391,B02,2026-01-08 18:41:00,Google Search,,1.0,orphan_fallback
U_B02_05395,B02,2026-01-08 02:13:00,Google Search,,1.0,orphan_fallback
U_B02_05399,B02,2026-01-12 17:12:00,Google Search,,1.0,orphan_fallback
U_B02_05422,B02,2026-01-15 06:18:00,Google Search,,1.0,orphan_fallback
U_B02_05438,B02,2026-01-09 07:06:00,Google Search,,1.0,orphan_fallback
U_B02_05443,B02,2026-01-09 22:08:00,Google Search,,1.0,orphan_fallback
U_B02_05461,B02,2026-01-07 17:30:00,Google Search,,1.0,orphan_fallback
U_B02_05463,B02,2026-01-04 16:13:00,Google Search,,1.0,orphan_fallback
U_B02_05465,B02,2026-01-11 14:07:00,Google Search,,1.0,orphan_fallback
U_B02_05473,B02,2026-01-11 12:19:00,Google Search,,1.0,orphan_fallback
U_B02_05479,B02,2026-01-11 15:02:00,Google Search,,1.0,orphan_fallback
U_B02_05485,B02,2026-01-08 00:05:00,Google Search,,1.0,orphan_fallback
U_B02_05498,B02,2026-01-09 11:10:00,Google Search,,1.0,orphan_fallback
U_B02_05519,B02,2026-01-14 12:09:00,Google Search,2026-01-04 14:26:00,1.0,last_click
U_B02_05526,B02,2026-01-09 00:23:00,Influencer Blog,2026-01-01 09:37:00,1.0,last_click
U_B02_05528,B02,2026-01-13 09:49:00,YouTube,2026-01-07 00:18:00,1.0,last_click
U_B02_05530,B02,2026-01-09 08:17:00,Google Search,,1.0,orphan_fallback
U_B02_05535,B02,2026-01-11 16:19:00,Google Search,,1.0,orphan_fallback
U_B02_05550,B02,2026-01-08 01:40:00,Google Search,,1.0,orphan_fallback
U_B02_05552,B02,2026-01-11 06:45:00,Google Search,,1.0,orphan_fallback
U_B02_05588,B02,2026-01-06 00:34:00,Marketplace,,1.0,orphan_fallback
U_B02_05591,B02,2026-01-05 22:51:00,Google Search,2026-01-01 13:29:00,1.0,last_click
U_B02_05592,B02,2026-01-09 05:34:00,Marketplace,2026-01-07 13:44:00,1.0,last_click
U_B02_05616,B02,2026-01-08 18:45:00,Google Search,,1.0,orphan_fallback
U_B02_05620,B02,2026-01-08 18:20:00,YouTube,2026-01-01 18:32:00,1.0,last_click
U_B02_05626,B02,2026-01-12 16:30:00,Google Search,,1.0,orphan_fallback
U_B02_05650,B02,2026-01-09 00:00:00,Google Search,,1.0,orphan_fallback
U_B02_05653,B02,2026-01-08 23:26:00,Google Search,,1.0,orphan_fallback
U_B02_05662,B02,2026-01-09 23:53:00,Google Search,,1.0,orphan_fallback
U_B02_05663,B02,2026-01-08 02:56:00,Google Search,2026-01-01 20:28:00,1.0,last_click
U_B02_05682,B02,2026-01-07 02:55:00,Marketplace,2026-01-03 11:06:00,1.0,last_click
U_B02_05685,B02,2026-01-13 14:36:00,Google Search,,1.0,orphan_fallback
U_B02_05687,B02,2026-01-06 18:03:00,Google Search,,1.0,orphan_fallback
U_B02_05699,B02,2026-01-09 07:30:00,Google Search,,1.0,orphan_fallback
U_B02_05710,B02,2026-01-11 00:50:00,Google Search,,1.0,orphan_fallback
U_B02_05713,B02,2026-01-09 06:53:00,Google Search,,1.0,orphan_fallback
U_B02_05718,B02,2026-01-04 16:11:00,Google Search,,1.0,orphan_fallback
U_B02_05724,B02,2026-01-06 00:42:00,Marketplace,,1.0,orphan_fallback
U_B02_05734,B02,2026-01-03 21:48:00,Google Search,,1.0,orphan_fallback
U_B02_05736,B02,2026-01-10 22:34:00,Google Search,,1.0,orphan_fallback
U_B02_05747,B02,2026-01-08 07:10:00,Google Search,,1.0,orphan_fallback
U_B02_05752,B02,2026-01-04 18:15:00,Google Search,,1.0,orphan_fallback
U_B02_05759,B02,2026-01-10 19:54:00,Google Search,,1.0,orphan_fallback
U_B02_05760,B02,2026-01-07 04:25:00,Google Search,,1.0,orphan_fallback
U_B02_05771,B02,2026-01-09 04:53:00,Google Search,,1.0,orphan_fallback
U_B02_05773,B02,2026-01-12 15:10:00,Google Search,,1.0,orphan_fallback
U_B02_05794,B02,2026-01-11 08:36:00,Google Search,,1.0,orphan_fallback
U_B02_05799,B02,2026-01-12 00:29:00,Google Search,,1.0,orphan_fallback
U_B02_05808,B02,2026-01-10 14:12:00,Google Search,,1.0,orphan_fallback
U_B02_05814,B02,2026-01-11 13:17:00,Google Search,,1.0,orphan_fallback
U_B02_05817,B02,2026-01-10 02:42:00,Marketplace,2026-01-03 21:13:00,1.0,last_click
U_B02_05822,B02,2026-01-15 14:11:00,Google Search,,1.0,orphan_fallback
U_B02_05829,B02,2026-01-09 02:53:00,Google Search,,1.0,orphan_fallback
U_B02_05845,B02,2026-01-09 14:33:00,Google Search,,1.0,orphan_fallback
U_B02_05849,B02,2026-01-04 09:37:00,YouTube,,1.0,orphan_fallback
