User_ID,Segment,Trend_Affinity,Geography
U_B01_02225,Fitness Enthusiast,Vegan,Tier 3
U_B01_02226,Gen-Z Trendseeker,Vegan,Tier 2
U_B01_02227,Budget Parent,Sustainable Packaging,Tier 3
U_B01_02228,Gen-Z Trendseeker,Vegan,Tier 3
U_B01_02229,Budget Parent,Value-Pack,Tier 2
U_B01_02230,Gen-Z Trendseeker,High-Protein,Tier 3
U_B01_02231,Fitness Enthusiast,Vegan,Tier 1
U_B01_02232,Budget Parent,High-Protein,Tier 3
U_B01_02233,Premium Gourmet,High-Protein,Tier 3
U_B01_02234,Premium Gourmet,High-Protein,Tier 2
U_B01_02235,Budget Parent,Luxury,Tier 1
U_B01_02236,Gen-Z Trendseeker,Vegan,Tier 3
U_B01_02237,Budget Parent,Sustainable Packaging,Tier 3
U_B01_02238,Premium Gourmet,Luxury,Tier 2
U_B01_02239,Premium Gourmet,Vegan,Tier 3
U_B01_02240,Fitness Enthusiast,High-Protein,Tier 2
U_B01_02241,Fitness Enthusiast,Vegan,Tier 2
U_B01_02242,Fitness Enthusiast,Luxury,Tier 3
U_B01_02243,Fitness Enthusiast,Value-Pack,Tier 3
U_B01_02244,Gen-Z Trendseeker,Value-Pack,Tier 2
U_B01_02245,Premium Gourmet,Vegan,Tier 3
U_B01_02246,Fitness Enthusiast,Vegan,Tier 2
U_B01_02247,Budget Parent,High-Protein,Tier 2
U_B01_02248,Premium Gourmet,Luxury,Tier 1
U_B01_02249,Fitness Enthusiast,Luxury,Tier 2
U_B01_02250,Premium Gourmet,Sustainable Packaging,Tier 3
U_B01_02251,Gen-Z Trendseeker,High-Protein,Tier 2
U_B01_02252,Premium Gourmet,Sustainable Packaging,Tier 1
U_B01_02253,Budget Parent,Value-Pack,Tier 1
U_B01_02254,Fitness Enthusiast,Luxury,Tier 3
U_B01_02255,Gen-Z Trendseeker,Value-Pack,Tier 3
U_B01_02256,Budget Parent,Luxury,Tier 1
U_B01_02257,Budget Parent,Sustainable Packaging,Tier 1
U_B01_02258,Premium Gourmet,Value-Pack,Tier 3
U_B01_02259,Gen-Z Trendseeker,Vegan,Tier 1
U_B01_02260,Premium Gourmet,Value-Pack,Tier 1
U_B01_02261,Fitness Enthusiast,Sustainable Packaging,Tier 1
U_B01_02262,Gen-Z Trendseeker,High-Protein,Tier 2
U_B01_02263,Fitness Enthusiast,Vegan,Tier 1
U_B01_02264,Premium Gourmet,Vegan,Tier 1
U_B01_02265,Premium Gourmet,High-Protein,Tier 3
U_B01_02266,Budget Parent,Sustainable Packaging,Tier 1
U_B01_02267,Gen-Z Trendseeker,Vegan,Tier 3
U_B01_02268,Premium Gourmet,Value-Pack,Tier 2
U_B01_02269,Budget Parent,Sustainable Packaging,Tier 2
U_B01_02270,Gen-Z Trendseeker,Sustainable Packaging,Tier 1
U_B01_02271,Premium Gourmet,Luxury,Tier 1
U_B01_02272,Budget Parent,Sustainable Packaging,Tier 2
U_B01_02273,Premium Gourmet,Sustainable Packaging,Tier 2
U_B01_02274,Fitness Enthusiast,Value-Pack,Tier 2
U_B01_02275,Gen-Z Trendseeker,Value-Pack,Tier 3
U_B01_02276,Gen-Z Trendseeker,Sustainable Packaging,Tier 3
U_B01_02277,Budget Parent,Vegan,Tier 3
U_B01_02278,Premium Gourmet,Luxury,Tier 1
U_B01_02279,Fitness Enthusiast,Vegan,Tier 2
U_B01_02280,Gen-Z Trendseeker,Sustainable Packaging,Tier 2
U_B01_02281,Fitness Enthusiast,Sustainable Packaging,Tier 1
U_B01_02282,Gen-Z Trendseeker,High-Protein,Tier 3
U_B01_02283,Fitness Enthusiast,Luxury,Tier 2
U_B01_02284,Budget Parent,Luxury,Tier 3
U_B01_02285,Premium Gourmet,Value-Pack,Tier 3
U_B01_02286,Premium Gourmet,Luxury,Tier 3
U_B01_02287,Gen-Z Trendseeker,Sustainable Packaging,Tier 2
U_B01_02288,Fitness Enthusiast,Value-Pack,Tier 3
U_B01_02289,Gen-Z Trendseeker,Sustainable Packaging,Tier 3
U_B01_02290,Budget Parent,Value-Pack,Tier 2
U_B01_02291,Gen-Z Trendseeker,Sustainable Packaging,Tier 2
U_B01_02292,Premium Gourmet,Vegan,Tier 2
U_B01_02293,Fitness Enthusiast,Vegan,Tier 3
U_B01_02294,Fitness Enthusiast,Luxury,Tier 3
U_B01_02295,Fitness Enthusiast,Sustainable Packaging,Tier 2
U_B01_02296,Budget Parent,Vegan,Tier 3
U_B01_02297,Budget Parent,High-Protein,Tier 1
U_B01_02298,Premium Gourmet,Sustainable Packaging,Tier 1
U_B01_02299,Premium Gourmet,Value-Pack,Tier 2
U_B01_02300,Fitness Enthusiast,Luxury,Tier 2
U_B01_02301,Fitness Enthusiast,Luxury,Tier 3
U_B01_02302,Premium Gourmet,High-Protein,Tier 3
U_B01_02303,Budget Parent,Value-Pack,Tier 3
U_B01_02304,Premium Gourmet,High-Protein,Tier 2
U_B01_02305,Fitness Enthusiast,Luxury,Tier 1
U_B01_02306,Budget Parent,High-Protein,Tier 1
U_B01_02307,Gen-Z Trendseeker,High-Protein,Tier 3
U_B01_02308,Fitness Enthusiast,High-Protein,Tier 3
U_B01_02309,Premium Gourmet,Value-Pack,Tier 2
U_B01_02310,Gen-Z Trendseeker,High-Protein,Tier 3
U_B01_02311,Premium Gourmet,Sustainable Packaging,Tier 3
U_B01_02312,Premium Gourmet,Luxury,Tier 3
U_B01_02313,Fitness Enthusiast,Vegan,Tier 1
U_B01_02314,Gen-Z Trendseeker,Luxury,Tier 2
U_B01_02315,Fitness Enthusiast,Vegan,Tier 1
U_B01_02316,Gen-Z Trendseeker,High-Protein,Tier 1
U_B01_02317,Gen-Z Trendseeker,High-Protein,Tier 1
U_B01_02318,Fitness Enthusiast,Luxury,Tier 3
U_B01_02319,Fitness Enthusiast,Vegan,Tier 2
U_B01_02320,Fitness Enthusiast,Luxury,Tier 2
U_B01_02321,Budget Parent,Sustainable Packaging,Tier 1
U_B01_02322,Budget Parent,Value-Pack,Tier 3
U_B01_02323,Premium Gourmet,Value-Pack,Tier 2
U_B01_02324,Fitness Enthusiast,Value-Pack,Tier 3
U_B01_02325,Gen-Z Trendseeker,Value-Pack,Tier 3
U_B01_02326,Fitness Enthusiast,Value-Pack,Tier 1
U_B01_02327,Fitness Enthusiast,Vegan,Tier 3
U_B01_02328,Premium Gourmet,Vegan,Tier 2
U_B01_02329,Gen-Z Trendseeker,High-Protein,Tier 3
U_B01_02330,Premium Gourmet,High-Protein,Tier 3
U_B01_02331,Budget Parent,Sustainable Packaging,Tier 2
U_B01_02332,Gen-Z Trendseeker,High-Protein,Tier 1
U_B01_02333,Fitness Enthusiast,Vegan,Tier 1
U_B01_02334,Budget Parent,Vegan,Tier 2
U_B01_02335,Fitness Enthusiast,Sustainable Packaging,Tier 3
U_B01_02336,Fitness Enthusiast,Vegan,Tier 3
U_B01_02337,Gen-Z Trendseeker,Value-Pack,Tier 3
U_B01_02338,Budget Parent,High-Protein,Tier 1
U_B01_02339,Fitness Enthusiast,Value-Pack,Tier 2
U_B01_02340,Budget Parent,Value-Pack,Tier 2
U_B01_02341,Premium Gourmet,Sustainable Packaging,Tier 3
U_B01_02342,Gen-Z Trendseeker,Sustainable Packaging,Tier 2
U_B01_02343,Premium Gourmet,Luxury,Tier 1
U_B01_02344,Budget Parent,Vegan,Tier 2
U_B01_02345,Gen-Z Trendseeker,Vegan,Tier 3
U_B01_02346,Gen-Z Trendseeker,Value-Pack,Tier 3
U_B01_02347,Premium Gourmet,Value-Pack,Tier 1
U_B01_02348,Premium Gourmet,Value-Pack,Tier 3
U_B01_02349,Premium Gourmet,Value-Pack,Tier 2
U_B01_02350,Gen-Z Trendseeker,Luxury,Tier 2
U_B01_02351,Gen-Z Trendseeker,Sustainable Packaging,Tier 1
U_B01_02352,Budget Parent,High-Protein,Tier 1
U_B01_02353,Budget Parent,Luxury,Tier 3
U_B01_02354,Budget Parent,Luxury,Tier 2
U_B01_02355,Fitness Enthusiast,Vegan,Tier 1
U_B01_02356,Budget Parent,High-Protein,Tier 2
U_B01_02357,Budget Parent,Value-Pack,Tier 3
U_B01_02358,Fitness Enthusiast,Sustainable Packaging,Tier 3
U_B01_02359,Gen-Z Trendseeker,Luxury,Tier 3
U_B01_02360,Budget Parent,Value-Pack,Tier 3
U_B01_02361,Budget Parent,Vegan,Tier 1
U_B01_02362,Fitness Enthusiast,High-Protein,Tier 3
U_B01_02363,Fitness Enthusiast,Vegan,Tier 1
U_B01_02364,Premium Gourmet,Sustainable Packaging,Tier 2
U_B01_02365,Fitness Enthusiast,Sustainable Packaging,Tier 1
U_B01_02366,Premium Gourmet,Vegan,Tier 1
U_B01_02367,Fitness Enthusiast,Vegan,Tier 2
U_B01_02368,Premium Gourmet,Luxury,Tier 1
U_B01_02369,Gen-Z Trendseeker,High-Protein,Tier 1
U_B01_02370,Fitness Enthusiast,Vegan,Tier 2
U_B01_02371,Fitness Enthusiast,Vegan,Tier 2
U_B01_02372,Fitness Enthusiast,Value-Pack,Tier 3
U_B01_02373,Gen-Z Trendseeker,Vegan,Tier 3
U_B01_02374,Gen-Z Trendseeker,High-Protein,Tier 3
U_B01_02375,Gen-Z Trendseeker,High-Protein,Tier 2
U_B01_02376,Gen-Z Trendseeker,Luxury,Tier 3
U_B01_02377,Fitness Enthusiast,High-Protein,Tier 3
U_B01_02378,Premium Gourmet,High-Protein,Tier 2
U_B01_02379,Budget Parent,Luxury,Tier 2
U_B01_02380,Gen-Z Trendseeker,Luxury,Tier 1
U_B01_02381,Gen-Z Trendseeker,High-Protein,Tier 2
U_B01_02382,Budget Parent,High-Protein,Tier 3
U_B01_02383,Budget Parent,High-Protein,Tier 1
U_B01_02384,Budget Parent,High-Protein,Tier 1
U_B01_02385,Fitness Enthusiast,Vegan,Tier 1
U_B01_02386,Fitness Enthusiast,Sustainable Packaging,Tier 2
U_B01_02387,Premium Gourmet,High-Protein,Tier 1
U_B01_02388,Budget Parent,Value-Pack,Tier 3
U_B01_02389,Premium Gourmet,Value-Pack,Tier 2
U_B01_02390,Gen-Z Trendseeker,Vegan,Tier 1
U_B01_02391,Fitness Enthusiast,Sustainable Packaging,Tier 2
U_B01_02392,Budget Parent,Luxury,Tier 1
U_B01_02393,Premium Gourmet,High-Protein,Tier 3
U_B01_02394,Budget Parent,Luxury,Tier 2
U_B01_02395,Fitness Enthusiast,High-Protein,Tier 3
U_B01_02396,Budget Parent,High-Protein,Tier 2
U_B01_02397,Fitness Enthusiast,High-Protein,Tier 2
U_B01_02398,Gen-Z Trendseeker,High-Protein,Tier 1
U_B01_02399,Budget Parent,Vegan,Tier 1
U_B01_02400,Premium Gourmet,Sustainable Packaging,Tier 3
U_B01_02401,Budget Parent,High-Protein,Tier 2
U_B01_02402,Budget Parent,Sustainable Packaging,Tier 1
U_B01_02403,Budget Parent,Luxury,Tier 1
U_B01_02404,Gen-Z Trendseeker,Luxury,Tier 3
U_B01_02405,Gen-Z Trendseeker,Vegan,Tier 3
U_B01_02406,Gen-Z Trendseeker,High-Protein,Tier 3
U_B01_02407,Budget Parent,Sustainable Packaging,Tier 2
U_B01_02408,Gen-Z Trendseeker,High-Protein,Tier 2
U_B01_02409,Fitness Enthusiast,Vegan,Tier 3
U_B01_02410,Fitness Enthusiast,Vegan,Tier 3
U_B01_02411,Fitness Enthusiast,High-Protein,Tier 1
U_B01_02412,Gen-Z Trendseeker,High-Protein,Tier 3
U_B01_02413,Gen-Z Trendseeker,Sustainable Packaging,Tier 2
U_B01_02414,Premium Gourmet,Value-Pack,Tier 1
U_B01_02415,Budget Parent,Sustainable Packaging,Tier 3
U_B01_02416,Premium Gourmet,Sustainable Packaging,Tier 1
U_B01_02417,Gen-Z Trendseeker,Luxury,Tier 1
U_B01_02418,Premium Gourmet,High-Protein,Tier 3
U_B01_02419,Gen-Z Trendseeker,High-Protein,Tier 3
U_B01_02420,Gen-Z Trendseeker,Value-Pack,Tier 1
U_B01_02421,Premium Gourmet,High-Protein,Tier 2
U_B01_02422,Premium Gourmet,Sustainable Packaging,Tier 2
U_B01_02423,Premium Gourmet,Value-Pack,Tier 2
U_B01_02424,Budget Parent,High-Protein,Tier 2
U_B01_02425,Premium Gourmet,Vegan,Tier 1
U_B01_02426,Premium Gourmet,Value-Pack,Tier 3
U_B01_02427,Premium Gourmet,High-Protein,Tier 2
U_B01_02428,Premium Gourmet,Sustainable Packaging,Tier 3
U_B01_02429,Budget Parent,Value-Pack,Tier 2
U_B01_02430,Fitness Enthusiast,Value-Pack,Tier 3
U_B01_02431,Premium Gourmet,High-Protein,Tier 3
U_B01_02432,Budget Parent,Vegan,Tier 3
U_B01_02433,Premium Gourmet,Sustainable Packaging,Tier 3
U_B01_02434,Premium Gourmet,High-Protein,Tier 2
U_B01_02435,Fitness Enthusiast,Sustainable Packaging,Tier 1
U_B01_02436,Budget Parent,High-Protein,Tier 3
U_B01_02437,Budget Parent,Value-Pack,Tier 2
U_B01_02438,Gen-Z Trendseeker,Sustainable Packaging,Tier 2
U_B01_02439,Premium Gourmet,High-Protein,Tier 2
U_B01_02440,Budget Parent,Luxury,Tier 3
U_B01_02441,Premium Gourmet,Vegan,Tier 3
U_B01_02442,Fitness Enthusiast,Value-Pack,Tier 3
U_B01_02443,Premium Gourmet,Sustainable Packaging,Tier 3
U_B01_02444,Premium Gourmet,Vegan,Tier 3
U_B01_02445,Gen-Z Trendseeker,High-Protein,Tier 2
U_B01_02446,Fitness Enthusiast,Sustainable Packaging,Tier 1
U_B01_02447,Budget Parent,Value-Pack,Tier 1
U_B01_02448,Fitness Enthusiast,Sustainable Packaging,Tier 2
U_B01_02449,Budget Parent,Value-Pack,Tier 3
U_B01_02450,Gen-Z Trendseeker,Luxury,Tier 2
U_B01_02451,Budget Parent,Luxury,Tier 2
U_B01_02452,Fitness Enthusiast,Sustainable Packaging,Tier 3
U_B01_02453,Gen-Z Trendseeker,Sustainable Packaging,Tier 2
U_B01_02454,Gen-Z Trendseeker,Value-Pack,Tier 1
U_B01_02455,Premium Gourmet,Sustainable Packaging,Tier 2
U_B01_02456,Premium Gourmet,Vegan,Tier 3
U_B01_02457,Premium Gourmet,Vegan,Tier 1
U_B01_02458,Fitness Enthusiast,Sustainable Packaging,Tier 3
U_B01_02459,Budget Parent,Luxury,Tier 3
U_B01_02460,Fitness Enthusiast,High-Protein,Tier 2
U_B01_02461,Premium Gourmet,Sustainable Packaging,Tier 2
U_B01_02462,Gen-Z Trendseeker,Luxury,Tier 2
U_B01_02463,Budget Parent,Value-Pack,Tier 2
U_B01_02464,Premium Gourmet,Value-Pack,Tier 2
U_B01_02465,Budget Parent,High-Protein,Tier 3
U_B01_02466,Premium Gourmet,Value-Pack,Tier 2
U_B01_02467,Gen-Z Trendseeker,High-Protein,Tier 1
U_B01_02468,Gen-Z Trendseeker,Vegan,Tier 3
U_B01_02469,Fitness Enthusiast,Sustainable Packaging,Tier 1
U_B01_02470,Gen-Z Trendseeker,Value-Pack,Tier 3
U_B01_02471,Premium Gourmet,Sustainable Packaging,Tier 2
U_B01_02472,Fitness Enthusiast,High-Protein,Tier 3
U_B01_02473,Budget Parent,High-Protein,Tier 1
U_B01_02474,Gen-Z Trendseeker,High-Protein,Tier 1
U_B01_02475,Budget Parent,Sustainable Packaging,Tier 3
U_B01_02476,Fitness Enthusiast,Sustainable Packaging,Tier 2
U_B01_02477,Premium Gourmet,High-Protein,Tier 3
U_B01_02478,Fitness Enthusiast,Vegan,Tier 1
U_B01_02479,Premium Gourmet,High-Protein,Tier 2
U_B01_02480,Fitness Enthusiast,Value-Pack,Tier 1
U_B01_02481,Gen-Z Trendseeker,Value-Pack,Tier 1
U_B01_02482,Gen-Z Trendseeker,Sustainable Packaging,Tier 3
U_B01_02483,Premium Gourmet,High-Protein,Tier 1
U_B01_02484,Gen-Z Trendseeker,Sustainable Packaging,Tier 2
U_B01_02485,Premium Gourmet,Value-Pack,Tier 2
U_B01_02486,Premium Gourmet,High-Protein,Tier 2
U_B01_02487,Budget Parent,Luxury,Tier 2
U_B01_02488,Fitness Enthusiast,Value-Pack,Tier 3
U_B01_02489,Gen-Z Trendseeker,Vegan,Tier 1
U_B01_02490,Gen-Z Trendseeker,Value-Pack,Tier 2
U_B01_02491,Premium Gourmet,Vegan,Tier 1
U_B01_02492,Premium Gourmet,Luxury,Tier 2
U_B01_02493,Budget Parent,Luxury,Tier 2
U_B01_02494,Premium Gourmet,Luxury,Tier 3
U_B01_02495,Gen-Z Trendseeker,Sustainable Packaging,Tier 3
U_B01_02496,Budget Parent,Sustainable Packaging,Tier 3
U_B01_02497,Budget Parent,Luxury,Tier 3
U_B01_02498,Gen-Z Trendseeker,High-Protein,Tier 1
U_B01_02499,Budget Parent,High-Protein,Tier 3
U_B01_02500,Fitness Enthusiast,Luxury,Tier 3
U_B01_02501,Fitness Enthusiast,Sustainable Packaging,Tier 1
U_B01_02502,Budget Parent,High-Protein,Tier 1
U_B01_02503,Fitness Enthusiast,Value-Pack,Tier 3
U_B01_02504,Fitness Enthusiast,Sustainable Packaging,Tier 2
U_B01_02505,Fitness Enthusiast,High-Protein,Tier 1
U_B01_02506,Fitness Enthusiast,Sustainable Packaging,Tier 3
U_B01_02507,Budget Parent,Value-Pack,Tier 2
U_B01_02508,Budget Parent,Luxury,Tier 3
U_B01_02509,Budget Parent,High-Protein,Tier 2
U_B01_02510,Fitness Enthusiast,Sustainable Packaging,Tier 3
U_B01_02511,Budget Parent,Vegan,Tier 3
U_B01_02512,Fitness Enthusiast,Luxury,Tier 1
U_B01_02513,Budget Parent,Vegan,Tier 3
U_B01_02514,Budget Parent,Value-Pack,Tier 1
U_B01_02515,Gen-Z Trendseeker,Luxury,Tier 1
U_B01_02516,Fitness Enthusiast,Luxury,Tier 2
U_B01_02517,Gen-Z Trendseeker,Sustainable Packaging,Tier 3
U_B01_02518,Budget Parent,Value-Pack,Tier 2
U_B01_02519,Gen-Z Trendseeker,Luxury,Tier 2
U_B01_02520,Budget Parent,Vegan,Tier 2
U_B01_02521,Gen-Z Trendseeker,High-Protein,Tier 3
U_B01_02522,Gen-Z Trendseeker,High-Protein,Tier 3
U_B01_02523,Premium Gourmet,High-Protein,Tier 3
U_B01_02524,Fitness Enthusiast,Value-Pack,Tier 2
U_B01_02525,Budget Parent,Sustainable Packaging,Tier 3
U_B01_02526,Fitness Enthusiast,High-Protein,Tier 2
U_B01_02527,Budget Parent,Sustainable Packaging,Tier 2
U_B01_02528,Fitness Enthusiast,Sustainable Packaging,Tier 1
U_B01_02529,Budget Parent,Luxury,Tier 3
U_B01_02530,Fitness Enthusiast,Luxury,Tier 1
U_B01_02531,Fitness Enthusiast,High-Protein,Tier 3
U_B01_02532,Premium Gourmet,Value-Pack,Tier 2
U_B01_02533,Budget Parent,Luxury,Tier 1
U_B01_02534,Gen-Z Trendseeker,Luxury,Tier 3
U_B01_02535,Fitness Enthusiast,Vegan,Tier 3
U_B01_02536,Fitness Enthusiast,Sustainable Packaging,Tier 1
U_B01_02537,Premium Gourmet,Value-Pack,Tier 2
U_B01_02538,Budget Parent,Luxury,Tier 3
U_B01_02539,Premium Gourmet,Sustainable Packaging,Tier 2
U_B01_02540,Budget Parent,Luxury,Tier 1
U_B01_02541,Budget Parent,Sustainable Packaging,Tier 1
U_B01_02542,Premium Gourmet,Luxury,Tier 3
U_B01_02543,Premium Gourmet,Sustainable Packaging,Tier 3
U_B01_02544,Fitness Enthusiast,High-Protein,Tier 3
U_B01_02545,Budget Parent,Sustainable Packaging,Tier 1
U_B01_02546,Premium Gourmet,High-Protein,Tier 2
U_B01_02547,Fitness Enthusiast,Value-Pack,Tier 2
U_B01_02548,Premium Gourmet,High-Protein,Tier 1
U_B01_02549,Premium Gourmet,Sustainable Packaging,Tier 3
U_B01_02550,Budget Parent,High-Protein,Tier 3
U_B01_02551,Gen-Z Trendseeker,Sustainable Packaging,Tier 2
U_B01_02552,Fitness Enthusiast,Luxury,Tier 1
U_B01_02553,Fitness Enthusiast,Sustainable Packaging,Tier 3
U_B01_02554,Gen-Z Trendseeker,Luxury,Tier 2
U_B01_02555,Premium Gourmet,Vegan,Tier 1
U_B01_02556,Premium Gourmet,High-Protein,Tier 3
U_B01_02557,Fitness Enthusiast,Sustainable Packaging,Tier 1
U_B01_02558,Premium Gourmet,High-Protein,Tier 3
U_B01_02559,Budget Parent,Luxury,Tier 2
U_B01_02560,Budget Parent,High-Protein,Tier 3
U_B01_02561,Gen-Z Trendseeker,High-Protein,Tier 1
U_B01_02562,Fitness Enthusiast,High-Protein,Tier 2
U_B01_02563,Gen-Z Trendseeker,Sustainable Packaging,Tier 1
U_B01_02564,Premium Gourmet,High-Protein,Tier 3
U_B01_02565,Fitness Enthusiast,Luxury,Tier 2
U_B01_02566,Fitness Enthusiast,Luxury,Tier 1
U_B01_02567,Gen-Z Trendseeker,Sustainable Packaging,Tier 2
U_B01_02568,Premium Gourmet,Sustainable Packaging,Tier 3
U_B01_02569,Gen-Z Trendseeker,High-Protein,Tier 1
U_B01_02570,Fitness Enthusiast,High-Protein,Tier 2
U_B01_02571,Budget Parent,Vegan,Tier 1
U_B01_02572,Budget Parent,Sustainable Packaging,Tier 2
U_B01_02573,Budget Parent,Sustainable Packaging,Tier 3
U_B01_02574,Gen-Z Trendseeker,Luxury,Tier 2
U_B01_02575,Fitness Enthusiast,High-Protein,Tier 3
U_B01_02576,Premium Gourmet,Value-Pack,Tier 3
U_B01_02577,Gen-Z Trendseeker,Vegan,Tier 2
U_B01_02578,Premium Gourmet,High-Protein,Tier 2
U_B01_02579,Fitness Enthusiast,Value-Pack,Tier 1
U_B01_02580,Fitness Enthusiast,Value-Pack,Tier 3
U_B01_02581,Budget Parent,Value-Pack,Tier 1
U_B01_02582,Budget Parent,High-Protein,Tier 3
U_B01_02583,Fitness Enthusiast,Luxury,Tier 3
U_B01_02584,Gen-Z Trendseeker,Luxury,Tier 2
U_B01_02585,Budget Parent,High-Protein,Tier 3
U_B01_02586,Premium Gourmet,High-Protein,Tier 3
U_B01_02587,Fitness Enthusiast,High-Protein,Tier 1
U_B01_02588,Premium Gourmet,Vegan,Tier 1
U_B01_02589,Gen-Z Trendseeker,High-Protein,Tier 3
U_B01_02590,Fitness Enthusiast,Value-Pack,Tier 2
U_B01_02591,Fitness Enthusiast,Vegan,Tier 2
U_B01_02592,Budget Parent,Luxury,Tier 3
U_B01_02593,Gen-Z Trendseeker,Vegan,Tier 1
U_B01_02594,Fitness Enthusiast,Value-Pack,Tier 2
U_B01_02595,Gen-Z Trendseeker,Value-Pack,Tier 1
U_B01_02596,Gen-Z Trendseeker,High-Protein,Tier 2
U_B01_02597,Budget Parent,Vegan,Tier 1
U_B01_02598,Premium Gourmet,Luxury,Tier 2
U_B01_02599,Premium Gourmet,Value-Pack,Tier 2
U_B01_02600,Budget Parent,Luxury,Tier 1
U_B01_02601,Gen-Z Trendseeker,Luxury,Tier 1
U_B01_02602,Fitness Enthusiast,Luxury,Tier 3
U_B01_02603,Gen-Z Trendseeker,High-Protein,Tier 1
U_B01_02604,Premium Gourmet,Luxury,Tier 2
U_B01_02605,Gen-Z Trendseeker,Value-Pack,Tier 3
U_B01_02606,Premium Gourmet,Value-Pack,Tier 2
U_B01_02607,Fitness Enthusiast,Value-Pack,Tier 1
U_B01_02608,Fitness Enthusiast,Sustainable Packaging,Tier 1
U_B01_02609,Budget Parent,Vegan,Tier 2
U_B01_02610,Budget Parent,Sustainable Packaging,Tier 1
U_B01_02611,Premium Gourmet,Vegan,Tier 1
U_B01_02612,Premium Gourmet,Luxury,Tier 2
U_B01_02613,Gen-Z Trendseeker,Value-Pack,Tier 2
U_B01_02614,Gen-Z Trendseeker,Value-Pack,Tier 3
U_B01_02615,Premium Gourmet,Luxury,Tier 2
U_B01_02616,Budget Parent,Luxury,Tier 2
U_B01_02617,Premium Gourmet,High-Protein,Tier 1
U_B01_02618,Premium Gourmet,Luxury,Tier 2
U_B01_02619,Budget Parent,High-Protein,Tier 2
U_B01_02620,Premium Gourmet,Luxury,Tier 1
U_B01_02621,Premium Gourmet,Vegan,Tier 2
U_B01_02622,Gen-Z Trendseeker,Value-Pack,Tier 3
U_B01_02623,Budget Parent,Vegan,Tier 2
U_B01_02624,Gen-Z Trendseeker,Luxury,Tier 2
U_B01_02625,Fitness Enthusiast,Vegan,Tier 3
U_B01_02626,Fitness Enthusiast,Luxury,Tier 3
U_B01_02627,Budget Parent,Vegan,Tier 1
U_B01_02628,Gen-Z Trendseeker,Luxury,Tier 1
U_B01_02629,Budget Parent,Value-Pack,Tier 3
U_B01_02630,Gen-Z Trendseeker,Sustainable Packaging,Tier 2
U_B01_02631,Fitness Enthusiast,Value-Pack,Tier 3
U_B01_02632,Premium Gourmet,High-Protein,Tier 1
U_B01_02633,Premium Gourmet,Luxury,Tier 1
U_B01_02634,Fitness Enthusiast,Value-Pack,Tier 1
U_B01_02635,Gen-Z Trendseeker,Luxury,Tier 2
U_B01_02636,Fitness Enthusiast,Sustainable Packaging,Tier 3
U_B01_02637,Fitness Enthusiast,Luxury,Tier 3
U_B01_02638,Premium Gourmet,Value-Pack,Tier 3
U_B01_02639,Premium Gourmet,Vegan,Tier 3
U_B01_02640,Fitness Enthusiast,Value-Pack,Tier 3
U_B01_02641,Gen-Z Trendseeker,Vegan,Tier 1
U_B01_02642,Fitness Enthusiast,Luxury,Tier 2
U_B01_02643,Fitness Enthusiast,Vegan,Tier 1
U_B01_02644,Budget Parent,Sustainable Packaging,Tier 3
U_B01_02645,Fitness Enthusiast,Luxury,Tier 3
U_B01_02646,Budget Parent,Luxury,Tier 1
U_B01_02647,Gen-Z Trendseeker,Luxury,Tier 3
U_B01_02648,Fitness Enthusiast,Sustainable Packaging,Tier 3
U_B01_02649,Fitness Enthusiast,High-Protein,Tier 1
U_B01_02650,Fitness Enthusiast,Vegan,Tier 2
U_B01_02651,Gen-Z Trendseeker,Value-Pack,Tier 3
U_B01_02652,Premium Gourmet,High-Protein,Tier 3
U_B01_02653,Premium Gourmet,High-Protein,Tier 2
U_B01_02654,Fitness Enthusiast,Luxury,Tier 1
U_B01_02655,Gen-Z Trendseeker,Sustainable Packaging,Tier 3
U_B01_02656,Budget Parent,Luxury,Tier 2
U_B01_02657,Premium Gourmet,Luxury,Tier 2
U_B01_02658,Premium Gourmet,Sustainable Packaging,Tier 1
U_B01_02659,Budget Parent,Value-Pack,Tier 3
U_B01_02660,Gen-Z Trendseeker,High-Protein,Tier 2
U_B01_02661,Premium Gourmet,Sustainable Packaging,Tier 2
U_B01_02662,Premium Gourmet,Luxury,Tier 1
U_B01_02663,Budget Parent,Luxury,Tier 2
U_B01_02664,Gen-Z Trendseeker,High-Protein,Tier 3
U_B01_02665,Gen-Z Trendseeker,Vegan,Tier 1
U_B01_02666,Budget Parent,Sustainable Packaging,Tier 3
U_B01_02667,Gen-Z Trendseeker,Value-Pack,Tier 2
U_B01_02668,Fitness Enthusiast,Value-Pack,Tier 2
U_B01_02669,Premium Gourmet,Vegan,Tier 2
U_B01_02670,Budget Parent,High-Protein,Tier 1
U_B01_02671,Fitness Enthusiast,High-Protein,Tier 3
U_B01_02672,Premium Gourmet,Sustainable Packaging,Tier 1
U_B01_02673,Gen-Z Trendseeker,Luxury,Tier 3
U_B01_02674,Fitness Enthusiast,High-Protein,Tier 3
U_B01_02675,Gen-Z Trendseeker,High-Protein,Tier 2
U_B01_02676,Gen-Z Trendseeker,Value-Pack,Tier 3
U_B01_02677,Fitness Enthusiast,Luxury,Tier 2
U_B01_02678,Gen-Z Trendseeker,Sustainable Packaging,Tier 2
U_B01_02679,Gen-Z Trendseeker,Sustainable Packaging,Tier 1
U_B01_02680,Premium Gourmet,High-Protein,Tier 1
